	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
9006	и над анггели вы учиненнии;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 5, 6]	False
9007	Анггели, вы сил небес скончание –	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 4, 5, 7]	False
9008	зрите днесь мое Сына стенание.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7]	False
9009	О всехитрое Бога творение	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7]	False
9010	и его всечюдна строение!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[1, 3, 6]	False
9011	В сей премудрости Творца созерцайте,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7]	False
9012	жалостныя же песни воспевайте:	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[4, 5, 7]	False
9013	Небеса, звезды и вся седм планеты,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 6, 7, 8]	False
9014	времена суть вся веков и вся леты.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 4, 5, 7, 8, 9]	False
9015	О земле, твердость вечных оснований,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 7]	False
9016	горы и холми, древа чюдных зданий,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7, 9]	False
9017	Море, реки и все устроение1023 –	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 4, 5, 6]	False
9018	зрите Христово днесь умерщвление!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6]	False
9019	От тех, ихже имел прелюбезных,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[1, 2, 4, 6]	False
9020	и прославился им в делех чюдесных;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 6, 8]	False
9021	От тех, которых Египта избавил,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 5, 8]	False
9022	в землю, точащу1024 мед, млеко, наставил;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 8]	False
9023	От оных, имже море разделися,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 7]	False
9024	без всяка бедства прейти сотворися;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 7]	False
9025	Имже из горких вод сладки творяше,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 6, 8]	False
9026	манною с неба, крастельми1025 питаше;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 8]	False
9027	Кем из камене вода истекаше	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 5, 7]	False
9028	и в пустыни от змий ся храняше.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[1, 4, 5, 6, 7]	False
9029	О Иисусе, Свете мой сладчайший,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7, 8]	False
9030	животе мира всего вседражайший!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7]	False
9031	О Чадо мое любимое! Вижду	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 9]	False
9032	тя и скорбь в себе превелию зижду,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 3, 5, 9]	False
9033	Яко не могу мертва тя аз зрети,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7, 8, 9]	False
9034	матерним моим сердцем не болети.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7, 8]	False
9035	О Иисусе, Сыне мой любезный	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7, 8]	False
9036	и во благих делех чюдесный!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	9	[1, 2, 4, 6]	False
9037	Что ино имам днесь аз сотворяти?	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 6, 7]	False
9038	точию себе скорбию снедати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 8]	False
9039	Сердцем о тебе, Сыне мой, стонати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7, 8]	False
9040	слезы из очей моих изливати.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7]	False
9041	И како убо аз не возрыдаю,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 6, 7]	False
9042	егда умерша тебе созерцаю?»	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7]	False
9043	Темже тя, Дево пресвятая, молим,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 9]	False
9044	со слезами милости твоей просим,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 4, 7, 9]	False
9045	Молим тя, Дево, чрез слезы драгия,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 6, 8]	False
9046	излиты в страсти твоя премногия,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7]	False
9047	Молим: упроси у Сына твоего,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 8]	False
9048	Христа, нашего Бога любезнаго,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7]	False
9049	Царю нашему Феодору дати	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 9]	False
9050	целость здравия, и в нем пребывати	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 7]	False
9051	Многая лета во всяком здравии,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 6, 8]	False
9052	в радости же и веселии,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	9	[3, 4, 5]	False
9053	И никюгдаже ему скорбну быти,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7, 9]	False
9054	но во здравии Сыну ти служити	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 5, 7, 8]	False
9055	И тебе, Мати, небесной царице,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 8]	False
9056	православных всех скорой помощнице.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[4, 5, 7]	False
9057	О пречистая непостыжная1026 Мати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	12	[1, 5, 10]	False
9058	преисполненна еси благодати!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 7]	False
9059	Молим тя: Сына упроси твоего	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 8]	False
9060	Христа, нашего Бога любезнаго,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7]	False
9061	Царю нашему здраву пребывати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7]	False
9062	вся супостаты своя побеждати.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7]	False
9063	И кто-либо враг ему сотворится, –	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 4, 5, 7]	False
9064	абие мечем его да смирится,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7, 8]	False
9065	Слава его мир весь да исполняет,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 4, 5, 6, 7]	False
9066	идеже либо свет солнца сияет.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 6, 8]	False
9067	Яко светила от солнца свет вземлют,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 8, 9]	False
9068	тако от него честь вси да приемлют;	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 6, 7, 8]	False
9069	Потщися ему, Мариа, воздати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 8]	False
9070	радость во Царстве его содеяти,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 7]	False
9071	Замыслы врагов вскоре разрешати1027,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7]	False
9072	царства пределы славно разширяти, –	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7]	False
9073	Подаждь твоему благоверну рабу,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 9]	False
9074	А нам от Сына ти данному дару1028 –	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 3, 5, 6, 9]	False
9075	Хулящих Христа и тя побеждати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 6, 7]	False
9076	Сына твоего гроб от турков взяти,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 7, 9]	False
9077	Ибо он веема й зрети желает,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 6, 8]	False
9078	темже зде создав й преукрашает.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[2, 3, 5]	False
9079	Даждь ему здраво многолетствовати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5]	False
9080	всяким богатством прейзобиловати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5]	False
9081	Даждь с царицею в веселии жити,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 9]	False
9082	со Марфою дни благи числити1029.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[1, 4, 5, 7]	False
9083	Поели убо им, Дево, благоплодство,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	12	[3, 5, 6, 8]	False
9084	даруй в мире сем мир и благоденство.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 4, 5, 6, 7]	False
9085	Даждь Наталии царице	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	8	[1, 5]	False
9086	жития светлость, якоже деннице.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 8]	False
9087	Даждь Иоанну, царя славна сыну,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 5, 7, 9]	False
9088	здраво, блаженно пребывати выну.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 9]	False
9089	Подаждь и Петру, от царя рожденну,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 6, 8]	False
9090	многолетствие быти умноженну.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 7]	False
9091	Светлым царевнам даруй многа лета,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 7, 9]	False
9092	да тя Сына славят, миру света.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[1, 2, 4, 6, 8]	False
9093	И весь дом царский изволь соблюдати,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 3, 5, 7]	False
9094	что кому в пользу, то всещедро дати.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 6, 9]	False
9095	Пастыря Руси изволь соблюдати	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7]	False
9096	здрава многа лет в твоей благодати.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 4, 5, 7]	False
9097	Архиерейский лик, чин весь священный	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 6, 7, 8]	False
9098	в милости твоей да будет храненный.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 6, 8]	False
9099	Князи, боляре да благословиши,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6]	False
9100	русския вой сама укрепиши	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	10	[3, 4, 6]	False
9101	На враги турки, на скифы поганы.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 3, 5, 6, 8]	False
9102	Защити от них веема христианы!	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	12	[3, 4, 5, 8]	False
9103	Причту церковну во покров ты буди,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 8, 9]	False
9104	храни иноки и мирския люди,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 9]	False
9105	Да вси благодать твою величают,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[1, 2, 5, 7]	False
9106	заступление выну прославляют.	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 7]	False
9107	Молим тя, Дево, чрез слезы драгия,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 6, 8]	False
9108	излиты в страсти твоя премногия,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[3, 5, 7]	False
9109	Молим: упроси у Сына своего	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 5, 6, 8]	False
9110	присно всем жити в благодати его,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 9]	False
9111	Страсти же его в памяти имети,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 8]	False
9112	сице нас ради страдавшему пети:	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[2, 3, 5, 9]	False
9113	Покланяемся страстем твоим, Христе,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 7, 9]	False
9114	покланяемся страстем твоим, Христе,	Сказание о страстех Господа Бога964 и Спаса нашего Иисуса Христа, како пертерп безвинно Создатель всех от беззаконных жидов поругание и крест, и смерть ради грех и беззаконий наших	11	[5, 7, 9]	False
